150102,1001A,117,88,48,141,91,45,31,108,72,5,65,10,54,2.6,1.424,124,94,50,158,94,49,31,119,74,8,65,7,54,3.1,1.5,109,82,54,134,99,44,33,108,78,6,65,7,51,2.5,1.595,75,47,53,100,99,28,33,92,79,4,65,6,51,1.5,1.591,64,34,52,78,98,24,32,86,79,4,65,6,51,1.5,1.588,38,18,53,38,99,18,33,62,80,16,65,7,45,1,1.608,30,12,53,21,99,13,33,60,81,18,65,8,42,0.9,1.621,37,9,53,22,99,12,33,73,82,10,65,9,42,0.9,1.633,34,10,54,22,99,11,33,68,82,17,65,10,42,0.8,1.642,28,7,54,16,99,14,33,56,82,27,65,13,42,0.8,1.638,21,11,53,18,98,18,32,42,81,41,65,17,42,0.7,1.612,32,16,52,32,95,22,31,34,80,47,65,22,42,0.6,1.567,30,10,50,30,91,23,31,35,78,50,65,28,42,0.6,1.529,45,16,48,45,89,20,30,37,77,50,65,32,42,0.6,1.5,54,23,48,57,89,26,31,65,79,30,60,34,42,1,1.504,84,54,49,118,90,39,32,74,80,32,50,37,42,1.4,1.521,110,79,50,169,94,59,33,92,81,21,50,37,42,1.8,1.542,118,89,51,176,96,61,34,104,82,7,50,35,40,2.2,1.558,103,77,51,154,96,54,35,95,82,9,50,31,38,1.9,1.554,105,79,51,150,95,58,35,91,81,11,50,26,37,1.8,1.533,122,92,51,167,95,49,35,93,80,12,50,22,37,2.1,1.525,147,112,51,180,96,69,36,99,79,8,50,16,37,2.5,1.546,158,120,53,191,98,78,37,97,79,8,50,14,37,2.6,1.563
150102,1002A,85,34,54,120,64,10,23,10,32,56,60,25,56,0.4,0.894,73,15,51,96,66,4,22,4,31,66,66,30,56,0.2,0.853,67,13,49,83,67,5,21,4,29,67,67,35,56,0.3,0.822,52,10,47,53,66,13,21,6,28,61,67,40,56,0.2,0.789,34,8,45,34,65,16,21,6,27,60,67,46,56,0.2,0.76,28,10,44,28,63,22,21,6,26,57,67,50,56,0.3,0.738,27,14,42,27,61,54,22,11,25,50,67,54,56,0.4,0.723,24,10,41,24,59,53,24,9,25,51,67,58,58,0.4,0.709,32,16,40,32,58,42,24,11,24,51,67,58,58,0.5,0.7,48,33,41,48,59,44,26,15,25,52,67,56,58,0.9,0.729,20,7,41,18,59,25,26,6,25,64,67,56,58,0.3,0.729,21,8,41,15,59,22,26,4,25,66,67,56,58,0.3,0.729,21,11,41,16,59,23,26,6,25,65,67,57,58,0.3,0.729,36,25,40,35,58,19,26,12,24,62,67,58,58,0.5,0.717,36,23,39,36,56,17,26,14,23,60,67,59,59,0.5,0.7,42,28,38,42,55,19,25,20,22,58,67,60,60,0.5,0.683,47,32,37,47,54,24,25,35,21,42,67,59,60,0.7,0.675,109,82,37,105,55,39,26,78,22,7,67,53,60,1.4,0.683,170,129,39,154,58,50,27,90,24,2,67,45,60,1.9,0.708,180,136,42,145,60,38,27,75,25,6,67,38,60,1.8,0.733,201,151,44,,,50,28,75,26,6,67,30,60,2.2,0.763,229,179,48,,,59,29,78,27,3,67,23,60,2.9,0.825,180,136,50,,,41,30,71,29,2,67,16,60,2.1,0.854
150102,1003A,109,82,38,154,74,46,21,90,45,5,62,17,47,3.4,1.273,108,81,40,147,78,43,22,80,47,4,62,12,47,3.1,1.352,92,68,43,129,82,32,23,73,49,3,62,8,47,2.9,1.461,64,36,42,78,82,22,23,66,49,2,62,5,47,1.7,1.471,41,16,43,41,83,15,23,52,50,12,62,5,47,1,1.488,19,8,43,19,84,10,24,31,51,32,62,8,47,0.7,1.496,22,5,43,22,84,6,24,35,51,30,62,12,47,0.6,1.5,24,4,43,24,84,8,24,48,52,16,62,13,47,0.7,1.504,24,3,43,20,85,8,24,48,53,17,62,14,47,0.7,1.508,22,8,43,12,84,11,24,44,53,25,62,17,47,0.6,1.513,30,12,44,30,84,18,24,40,54,33,62,21,47,0.8,1.521,21,8,43,21,83,17,24,30,54,43,62,26,47,0.6,1.496,15,10,42,11,80,16,23,26,53,46,62,30,47,0.6,1.463,16,10,40,,,16,23,26,52,49,62,32,47,0.6,1.442,29,12,40,29,80,15,23,37,53,41,62,34,47,0.7,1.438,58,29,40,66,80,25,23,59,54,28,49,35,47,1.1,1.45,90,55,41,130,83,42,24,68,55,26,49,36,47,1.5,1.475,103,,,155,85,49,25,75,56,17,49,35,46,1.8,1.496,87,,,124,85,37,25,65,57,21,49,34,46,1.6,1.5,90,67,39,116,84,34,25,70,57,16,49,30,43,1.6,1.5,152,116,40,133,84,36,25,76,58,16,49,27,36,2,1.508,175,132,42,151,83,55,26,77,58,10,49,22,36,2.3,1.513,192,144,45,161,83,60,27,80,57,4,49,17,36,2.6,1.508
150102,1004A,132,100,50,148,71,20,20,83,54,6,72,14,59,2.5,1.209,145,111,53,161,75,18,20,88,55,7,72,9,59,3,1.287,130,99,57,153,81,20,20,91,59,8,72,7,53,3.5,1.426,78,57,57,82,81,22,20,72,59,7,72,7,53,1.6,1.433,51,31,58,51,82,17,20,61,61,9,72,7,53,1,1.454,26,16,58,26,82,12,21,36,61,31,72,10,53,0.6,1.458,22,6,58,16,82,8,21,43,61,26,72,12,53,0.5,1.458,29,10,58,17,82,10,21,58,61,14,72,14,53,0.6,1.463,33,8,58,18,82,11,21,65,62,12,72,14,53,0.6,1.467,32,22,58,,,14,21,49,62,28,72,17,53,0.6,1.463,28,19,58,24,84,21,21,46,62,37,72,20,53,0.7,1.446,30,21,57,22,82,20,20,40,61,44,72,25,53,0.6,1.421,22,15,55,22,80,20,20,39,61,47,72,30,53,0.6,1.396,32,22,54,,,18,20,40,61,49,72,32,53,0.6,1.379,58,41,54,,,19,20,49,62,43,70,34,53,0.8,1.383,62,44,54,71,82,30,20,69,63,31,59,36,53,1.1,1.396,109,82,56,131,85,47,21,74,65,31,49,39,53,1.5,1.421,129,98,57,143,87,52,22,84,66,19,49,38,53,1.8,1.438,117,88,57,116,88,37,23,83,66,12,49,34,50,1.6,1.438,113,85,57,112,88,36,23,83,66,13,49,31,44,1.6,1.425,142,108,58,126,88,38,23,92,67,12,49,26,39,2,1.429,135,103,58,129,87,46,24,93,67,9,49,21,39,2.1,1.425,168,127,59,154,88,65,26,92,67,9,49,17,39,2.4,1.429
150102,1005A,166,126,55,175,84,68,31,105,63,2,68,9,48,3.6,1.395,130,99,57,125,86,46,32,92,64,2,68,4,48,2.7,1.452,93,69,60,95,89,32,33,83,67,2,68,3,48,1.6,1.5,65,47,59,70,88,25,33,76,67,4,68,3,48,1.3,1.492,43,28,60,43,89,23,33,50,68,20,68,5,48,0.9,1.508,23,12,61,23,90,17,33,43,68,32,68,8,48,0.7,1.512,24,13,61,22,90,14,33,48,68,28,68,12,48,0.6,1.508,30,12,61,20,90,15,33,59,69,17,68,13,48,0.6,1.508,32,12,61,24,90,19,34,63,70,15,68,15,48,0.7,1.513,30,19,62,30,90,27,34,56,70,29,68,18,48,0.9,1.517,33,21,61,33,89,27,34,55,70,36,68,23,48,0.8,1.496,22,15,60,16,87,21,34,30,69,58,68,29,48,0.5,1.463,20,12,58,16,84,20,33,31,68,64,68,35,48,0.5,1.429,25,17,56,,,19,33,35,68,65,68,39,48,0.5,1.404,30,21,55,28,81,23,33,48,68,53,68,42,48,0.6,1.392,49,32,54,49,81,27,33,70,69,33,65,44,48,0.8,1.392,81,59,55,111,82,38,34,86,70,20,65,45,48,1.2,1.404,138,105,56,164,85,53,35,96,72,13,65,43,47,1.6,1.421,114,86,56,132,85,37,35,88,72,13,65,40,45,1.3,1.417,110,83,56,125,85,38,35,82,71,23,65,36,45,1.4,1.408,137,104,56,150,86,45,35,92,71,22,65,30,45,1.9,1.417,147,112,57,148,85,55,35,99,71,7,65,23,45,1.8,1.404,159,121,57,161,84,68,35,97,71,5,65,17,45,1.8,1.346
150102,1006A,113,85,46,114,70,44,27,97,60,2,54,8,44,2.3,1.145,119,90,48,118,72,55,28,97,61,2,54,4,44,2.4,1.2,109,82,51,117,77,47,30,92,65,2,54,3,42,2.3,1.287,80,59,52,75,77,31,30,82,66,6,54,3,42,1.6,1.3,52,31,53,53,79,25,30,71,68,6,54,3,39,1.1,1.329,30,21,53,22,80,18,31,53,68,16,54,5,39,0.8,1.346,23,12,54,15,80,11,31,45,68,22,54,7,39,0.6,1.354,29,10,54,10,77,10,31,58,69,12,54,8,39,0.5,1.354,29,7,54,10,74,9,31,58,69,14,54,10,39,0.6,1.358,24,15,54,,,15,31,47,69,26,54,13,39,0.6,1.358,23,16,54,19,74,19,31,43,69,33,54,17,39,0.7,1.35,26,18,53,20,72,23,30,37,68,41,54,21,39,0.7,1.325,29,20,51,,,22,30,42,67,40,54,26,39,0.6,1.3,30,21,50,,,20,29,44,67,41,54,29,39,0.6,1.279,39,27,50,27,72,18,29,56,68,34,51,30,39,0.8,1.279,79,58,51,84,74,37,30,77,70,29,50,32,39,1.3,1.3,113,85,52,137,77,60,32,92,72,20,41,33,39,1.7,1.333,119,90,53,126,79,47,32,88,73,17,41,32,39,1.6,1.342,105,79,53,111,80,40,32,83,72,19,41,30,36,1.5,1.346,108,81,53,107,79,42,33,84,72,18,41,27,33,1.7,1.342,119,90,53,123,80,73,34,96,72,11,41,24,33,2,1.346,142,108,54,133,80,82,35,94,72,10,41,20,33,2,1.346,147,112,54,141,80,68,36,97,72,8,41,16,33,2.1,1.346
150102,1007A,140,107,47,182,87,72,30,95,62,2,40,2,39,4.7,1.5,127,96,49,159,90,54,32,98,64,2,40,2,39,3.2,1.574,132,100,53,166,96,49,33,92,68,2,33,2,34,4,1.73,113,85,54,140,98,42,34,87,68,2,33,2,34,3.8,1.817,56,30,56,62,99,34,34,76,70,2,33,2,29,1.9,1.875,34,14,56,34,100,27,35,54,71,5,33,2,23,1.1,1.896,30,14,56,27,100,19,35,60,72,2,33,2,22,0.9,1.908,32,12,56,20,99,17,35,63,72,2,33,2,22,0.8,1.908,31,12,56,28,99,17,35,62,72,2,33,2,22,1,1.917,28,14,56,22,99,20,35,56,73,7,33,3,22,0.9,1.921,28,19,57,27,100,27,36,47,72,16,33,5,22,0.8,1.912,41,24,56,41,99,28,36,47,72,21,33,7,22,0.9,1.908,32,22,56,26,97,26,36,44,72,26,33,10,22,0.8,1.9,32,22,55,25,95,25,36,46,72,25,33,13,22,0.8,1.887,47,22,54,47,94,20,36,63,72,14,29,14,22,0.9,1.887,83,59,54,116,96,36,36,78,74,12,26,15,22,1.4,1.904,122,92,56,178,99,58,38,93,75,6,26,16,22,1.8,1.933,109,82,57,150,100,40,38,93,75,2,26,15,21,1.7,1.946,97,71,57,144,101,38,38,93,75,2,26,14,19,1.7,1.95,102,76,57,143,101,39,37,94,75,2,26,11,16,1.8,1.946,118,89,56,151,100,45,37,94,75,2,26,8,16,1.9,1.925,134,102,57,163,100,58,38,94,75,2,26,5,16,2.1,1.904,145,111,57,183,101,77,39,96,76,2,26,4,16,2.4,1.892
150102,1008A,67,48,32,74,62,40,17,60,43,4,49,8,54,1.2,0.981,58,36,32,65,62,21,17,43,43,16,49,8,54,0.9,0.977,56,25,33,62,65,22,18,34,44,23,49,10,46,0.8,0.97,40,19,33,40,63,12,18,24,43,33,49,14,46,0.6,0.954,30,10,33,30,65,6,18,17,44,41,49,17,46,0.4,0.962,20,3,33,20,65,2,18,15,44,43,48,21,43,0.3,0.967,13,6,33,13,65,2,18,21,44,38,48,25,43,0.3,0.967,17,4,33,11,66,2,18,34,45,26,48,28,43,0.3,0.967,17,3,33,16,66,4,18,33,45,30,48,31,43,0.4,0.971,25,11,33,25,67,11,18,26,46,38,48,34,43,0.6,0.979,21,11,34,21,65,3,18,20,46,46,46,37,43,0.5,0.983,17,6,33,,,2,18,14,46,52,52,39,43,0.3,0.979,18,3,33,5,64,2,18,12,45,55,55,41,41,0.3,0.971,19,6,32,,,2,17,10,44,59,59,43,43,0.2,0.946,19,3,31,7,62,4,17,10,42,60,60,46,46,0.2,0.921,16,11,30,16,60,8,16,28,42,44,60,48,48,0.3,0.9,,,,,,,,,,,,,,,,59,28,29,68,59,25,17,75,42,4,60,46,48,0.9,0.9,94,62,30,138,61,44,18,92,42,3,60,40,48,1.6,0.917,99,74,30,134,62,41,18,96,42,3,60,33,48,1.6,0.909,97,72,29,128,61,41,18,92,43,4,60,25,48,1.8,0.87,105,79,29,146,60,48,18,93,43,5,60,18,48,2.2,0.857,124,94,29,169,61,50,19,96,44,6,60,10,48,2.6,0.874
150102,1009A,70,51,29,87,56,44,25,61,45,2,59,2,56,1.4,1.014,117,88,31,144,60,50,26,45,45,4,59,2,56,1.1,1.017,142,108,36,173,67,24,27,37,46,14,59,4,54,0.9,1.03,53,30,35,56,66,28,27,46,46,14,59,5,54,0.9,1.025,45,27,36,45,68,22,27,38,47,21,59,8,48,0.8,1.046,22,14,36,22,68,15,27,31,47,37,59,12,42,0.5,1.042,21,13,36,21,68,9,27,26,47,38,59,16,42,0.6,1.033,43,26,37,43,69,13,26,44,47,13,59,18,42,1.1,1.046,45,31,38,44,70,17,25,41,47,16,59,20,42,1.2,1.063,39,27,39,38,71,18,26,44,48,24,59,22,42,1,1.079,23,16,39,,,10,26,22,48,51,59,27,42,0.5,1.079,19,9,39,,,6,26,13,49,60,60,32,42,0.3,1.075,21,7,39,10,71,6,25,9,48,65,65,38,42,0.2,1.062,21,7,38,,,7,24,10,48,65,65,42,42,0.2,1.046,22,4,38,16,70,5,22,9,46,68,68,45,45,0.2,1.021,21,7,37,17,68,18,22,14,45,66,68,52,52,0.3,0.996,27,9,36,27,65,16,21,28,43,49,68,56,56,0.4,0.971,40,12,34,40,63,12,20,66,43,9,68,54,56,0.9,0.954,64,42,34,77,62,33,21,69,42,11,68,49,56,1.2,0.937,94,70,34,134,64,38,21,77,42,5,68,42,56,1.8,0.933,78,57,34,94,64,29,21,61,41,8,68,35,56,1.7,0.925,80,59,35,92,65,26,21,61,41,5,68,28,56,2,0.946,105,79,35,114,66,24,21,62,41,2,68,19,56,2.5,0.975
150102,1010A,130,99,39,177,68,44,27,64,41,16,60,19,48,3,1.043,76,19,38,101,69,9,26,16,40,52,60,21,48,0.4,1.014,70,6,38,90,72,9,26,20,40,53,60,26,48,0.3,1.005,57,8,37,64,72,16,25,20,39,52,60,30,48,0.4,0.978,39,13,36,39,71,21,25,21,39,51,60,34,48,0.4,0.954,32,10,36,32,71,23,26,23,39,48,60,38,48,0.5,0.962,31,7,36,31,72,44,28,32,40,38,60,40,48,0.6,0.975,31,15,37,31,73,62,30,28,41,39,60,44,48,0.7,0.992,35,13,37,35,74,50,32,33,42,38,60,46,48,0.7,1.008,52,22,37,53,75,42,33,39,43,36,60,44,48,0.9,1.029,71,48,39,92,77,37,34,48,44,31,60,42,48,1.2,1.054,53,29,39,55,78,25,33,28,44,46,60,41,48,0.7,1.058,32,16,38,32,77,22,33,18,43,60,60,42,48,0.5,1.05,33,14,38,33,76,20,32,19,43,63,63,44,48,0.4,1.037,37,21,37,37,75,27,32,25,42,60,63,47,48,0.5,1.025,42,20,36,42,73,28,32,40,42,51,63,48,48,0.6,1.012,66,43,36,81,73,48,33,80,43,24,63,46,48,1.1,1.017,130,99,38,180,77,71,35,102,45,15,63,44,48,2,1.054,137,104,39,179,79,57,35,100,45,11,63,41,48,2.1,1.067,134,102,40,167,81,49,35,94,46,12,63,37,48,2.1,1.083,122,92,42,153,84,49,36,88,47,12,63,31,48,2.1,1.117,120,91,43,134,86,46,37,82,48,12,63,25,48,2,1.142,128,97,45,142,88,46,37,80,49,12,63,19,48,2.2,1.162
150102,1011A,145,111,50,140,73,61,26,102,58,2,50,6,38,2.7,1.159,134,102,52,124,75,51,27,93,59,2,50,2,38,2.4,1.213,97,72,55,103,79,33,28,88,62,2,50,2,37,1.7,1.265,67,48,54,82,79,27,28,78,62,2,50,2,37,1.3,1.267,48,25,55,48,80,19,28,54,63,10,50,3,37,0.9,1.279,34,19,56,34,80,20,29,47,64,14,50,4,37,0.8,1.292,23,14,56,23,80,16,29,45,65,15,50,6,37,0.7,1.3,31,14,56,23,80,15,29,62,66,2,50,6,37,0.7,1.304,30,14,56,22,81,17,30,59,66,8,50,7,37,0.7,1.308,33,23,56,30,81,20,30,52,67,18,50,9,37,0.8,1.317,51,34,57,51,82,27,30,52,68,22,50,11,37,1,1.333,35,24,57,33,82,25,30,36,68,36,50,16,37,0.8,1.329,29,20,56,25,80,24,30,30,67,42,50,20,37,0.6,1.308,26,18,55,24,78,23,30,36,66,38,50,23,37,0.7,1.292,32,22,53,31,76,22,30,42,66,36,50,25,37,0.7,1.279,60,39,53,70,76,28,31,74,68,16,43,27,37,1.1,1.292,109,82,55,143,77,47,32,88,70,12,42,28,37,1.5,1.317,138,105,56,172,80,54,33,92,71,9,42,26,34,1.6,1.333,119,90,56,135,81,41,33,80,71,13,42,25,31,1.4,1.333,117,88,57,118,81,43,33,76,70,16,42,23,28,1.5,1.337,134,102,57,135,81,54,34,86,70,10,42,19,28,1.8,1.342,155,118,58,148,82,58,34,100,70,2,42,14,28,2,1.346,182,137,60,180,85,64,35,102,70,2,42,10,28,2.1,1.338
150102,1012A,127,96,57,132,86,62,34,89,50,4,62,10,60,3.4,1.514,132,100,59,134,89,61,36,90,51,3,62,6,60,3.5,1.6,132,100,63,140,96,58,38,96,55,2,62,5,60,2.7,1.7,88,65,63,80,95,37,38,84,57,7,62,4,60,1.4,1.688,59,42,65,,,35,39,63,59,9,62,5,59,1.5,1.733,32,22,65,,,34,39,46,60,25,62,7,56,1.1,1.758,27,11,66,15,106,26,40,54,62,17,62,9,52,0.9,1.771,31,14,66,,,18,40,62,63,9,62,10,50,0.8,1.783,29,14,66,,,24,40,57,65,15,62,11,49,0.9,1.8,25,16,66,,,30,40,50,65,22,62,13,49,0.8,1.796,35,24,65,,,31,40,52,66,25,62,16,49,1,1.792,38,26,63,,,28,39,45,65,34,62,20,49,0.9,1.75,33,23,62,,,24,38,50,65,34,62,23,49,0.8,1.717,46,32,60,,,27,38,54,66,38,62,24,49,0.9,1.704,78,57,61,72,116,41,38,65,67,35,62,26,49,1.3,1.712,122,92,62,128,117,57,40,78,69,31,50,29,49,1.8,1.75,133,101,64,155,123,47,40,80,71,25,38,30,48,1.7,1.771,109,82,64,118,122,32,40,73,71,24,38,31,44,1.5,1.762,127,96,64,124,121,38,39,76,71,19,38,30,42,1.8,1.75,138,105,64,137,120,40,39,78,71,15,38,28,37,2,1.742,130,99,64,120,118,45,39,76,70,13,38,25,31,2,1.737,135,103,64,124,117,48,39,79,70,8,38,21,31,2.3,1.721,140,107,64,143,117,54,40,84,70,6,38,18,31,2.5,1.692
